freq,regisveh,unit,vehicle,geo\TIME_PERIOD	1970 	1971 	1972 	1973 	1974 	1975 	1976 	1977 	1978 	1979 	1980 	1981 	1982 	1983 	1984 	1985 	1986 	1987 	1988 	1989 	1990 	1991 	1992 	1993 	1994 	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 
A,D002,MIO_VKM,LOR_RTRN,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2275.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,D002,MIO_VKM,LOR_RTRN,DE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	18116 	: 	: 	: 	: 	: 	: 	: 	12982.46 	12978.13 	13034.67 	: 	: 	: 	: 	81011 	83191 	85798 	88318 	90758 	90700 	87400 	83673 
A,D002,MIO_VKM,LOR_RTRN,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7533 	6840 	7029 	7099 	7221 	7329 	7597 	7952 	8236 	8497 	8628 	: 	: 	: 	2303 	2381 	2288 	: 	: 	: 	: 	9233 	9157 	9208 	9449 	9357 	9320 	: 	8847 
A,D002,MIO_VKM,LOR_RTRN,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1182.4 	1111.4 	900.9 	903.5 	1129.5 	1236.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,D002,MIO_VKM,LOR_RTRN,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	19400 	20300 	24500 	24300 	24800 	25400 r	26400 	26500 	26800 	27000 	26400 	27400 	27200 	27391 	27997 	26466 	106305 	110033 	113515 	: 	18471 	17640 	16934 	17459 	17765 	17866 	25909 	: 
A,D002,MIO_VKM,LOR_RTRN,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4677 	: 	: 	: 	2244 	: 	2031 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	8833 	8546 	8915 	9287 	7891 	8023 	7283 
A,D002,MIO_VKM,LOR_RTRN,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	118 	125 	132 	133 r	146 r	150 r	154 r	159 e	170 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,D002,MIO_VKM,LOR_RTRN,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	15861 	15737 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5512 	5568 	5533 r	: 	: 	: 	: 	: 	: 	: 	: 
A,D002,MIO_VKM,LOR_RTRN,LI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: z	: z	: z	: z	: 	: z	: z	: z	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,D002,MIO_VKM,LOR_RTRN,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2279 	: 	2244.1 	2531.8 	1877.6 	2164 	1895 	2095.2 	2560 	817 	735.7 	850.9 	1136 	1164.7 	1182.8 	1413.3 	1574.9 	2009 r	278.9 	1810.6 	1881.1 	1990.6 	: 	2466.800 	2569.400 	2357.500 	2758.400 	3218.100 	3512.800 	4143.900 	4332.100 
A,D002,MIO_VKM,LOR_RTRN,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	236 	275 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,D002,MIO_VKM,LOR_RTRN,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	425 	437 	451 	455.8 	1745 	1495 	1583.1 	1750.9 	1936.9 	2281.3 	2656.9 	2674.2 	1989.79 	2027.5 	2293.7 	2448.2 	2581.500 	2689.700 	2783.600 	2846.100 	3007.900 	3063.600 	3073.900 	3133.700 
A,D002,MIO_VKM,LOR_RTRN,ME	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	352.090 e	380 	: 	: 	: 
A,D002,MIO_VKM,LOR_RTRN,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	84 	60.1 	65.3 	57 	55 	55 	172 	197 	: 	: 	653 r	660 r	560 r	450 r	666 	720 	757 	: 	625 	855 	860 	904 	964 	960 	835 	837 
A,D002,MIO_VKM,LOR_RTRN,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	529.060 e	557.170 e	537.230 e	509.620 e	449.226 e	521.800 	516.170 e	461 e
A,D002,MIO_VKM,LOR_RTRN,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	14845 	16046 	16150 	17052 	17843 	: 	: 	: 	7280 	7480 	7228 	: 	5946 	2595 	2538 	2556 	2543 	: 	: 	: 	: 	21956 	21920 	22419 	23188 	23853 	24524 	: 	: 
A,D002,MIO_VKM,LOR_RTRN,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3143 	3328 	3313 	3398 	3482 	3592 	3795 	3860 	7485 	7700 r	7838 r	7976 r	8154 	8435 	8583 	8751 r	463 	503 	581 	606 	9113 	8899 e	: 	1388 e	9193 e	9119 e	9048 e	9007 e	9102 e	9227 e	9267 e	: 
A,D002,MIO_VKM,LOR_RTRN,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	26543 	29680 	28058 	30708 	32333 	36436 	39679 	44190 	48729 	32392 	34384 	: c	: c	3842 	26969 	30111 	31517 	11032 e	31602 	: 	: 	: 	: 	: 	: 	: 
A,D002,MIO_VKM,LOR_RTRN,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	37700 	33620 	37350 	39000 	5531 	5732 r	2937 	3033 	1625 	1934 	1860 	: 	: 	: 	2307 	2314 	2167 	1887 	1777 	1748 	1297 	1495.270 	2889 	2863 	2913 	2744.870 	2684.540 	2607.200 	2048.800 
A,D002,MIO_VKM,LOR_RTRN,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6667 	6658 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	10569 	11485 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,D002,MIO_VKM,LOR_RTRN,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	740 	: 	532.7 	575.5 	606.8 	399.7 	690 	742 	737 	785 	895 	919 r	971 r	1068 	1166 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1418 p	1644 	1675 	1740 p	: 	1890 p
A,D002,MIO_VKM,LOR_RTRN,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	932 	945 	951.1 	984 	928 	1220.1 	1135 	1042.1 	1215.2 	1170.7 	1179.2 	1087.7 	933.7 	1181.3 	1100 	1086.6 	1089.3 	1019.4 	970 	2205 	2070 	2483 	2556 	2355 	2747.700 	2567.800 
A,D002,MIO_VKM,LOR_RTRN,TR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	10952 	: 	: 	: 	10558 	11252 	11951 	: 	16100 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	89160 	99176 	110001 	99538 	: 	: 
A,D002,MIO_VKM,LOR_RTRN,UK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	97330 	100797 	104716 	107257 	: 	116005 	106354 
A,D002,MIO_VKM,MOTO,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1160 	: 	: 	1250 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,D002,MIO_VKM,MOTO,CH	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: z	: 	: 	: 	: 	: 
A,D002,MIO_VKM,MOTO,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	213 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,D002,MIO_VKM,MOTO,DE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	12337 	12612 	12865 	13127 	9776 	9800 	3900 	3446 
A,D002,MIO_VKM,MOTO,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	296 	305 	317 	333 	356 	385 	507 	553 	590 	610 	646 	: 	: 	: 	757 	467 	465 	: 	: 	: 	: 	450 	453 	457 	465 	472 	479 	: 	491 
A,D002,MIO_VKM,MOTO,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5700 	6900 	7100 	7400 	7700 	7900 	8200 	8500 	8745 	9226 	9687 	13918 	13918 	13932 	: 	13932 	13932 	11133 	11210 	11273 	11340 	11340 	9582 
A,D002,MIO_VKM,MOTO,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	241 	: 	: 	: 	259 	: 	295 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	103 	102 	104 	108 	109 	114 	101 
A,D002,MIO_VKM,MOTO,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 e	0 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,D002,MIO_VKM,MOTO,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	8855 	8979 r	8582 	: 	: 	: 	: 	: 	: 	: 	: 
A,D002,MIO_VKM,MOTO,LI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: z	: z	: z	: z	: 	: z	: z	: z	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,D002,MIO_VKM,MOTO,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	84.2 	102.5 	235.3 	137.8 	301.1 	237.6 	: 	277.500 	113.100 	143.200 	158 	204.800 	214.800 	: 	: 
A,D002,MIO_VKM,MOTO,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	37.4 r	47.2 r	53.7 	58.16 	55.3 	54.6 	53.1 	55.100 	51.800 	50 	50.400 	53.400 	61.300 	57.500 	66.500 
A,D002,MIO_VKM,MOTO,ME	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	13.090 e	14 	: 	: 	: 
A,D002,MIO_VKM,MOTO,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	70.310 e	84.900 e	: 	0 e	: 	: 	: 	: 
A,D002,MIO_VKM,MOTO,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1010 	1273 	1760 	1279 	1381 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2210 	2166 	2127 	2136 	2153 	2167 	: 	: 
A,D002,MIO_VKM,MOTO,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	645 	645 	641 	641 	641 	636 	644 	676 	732 	796 	854 	891 r	926 	962 	1004 	1035 r	1057 r	1087 r	1126 r	1166 	1219 	1260 e	: 	771 e	1363 e	1395 e	1455 e	1475 e	1499 e	1496 e	1495 e	: 
A,D002,MIO_VKM,MOTO,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1248 	1197 	3118 	3544 	: 	4048 	3840 e	3666 e	: 	: 	: 	: 	: 
A,D002,MIO_VKM,MOTO,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	640 	1000 	1176 	1170 	1200 	1240 	1380 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,D002,MIO_VKM,MOTO,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	414 	384 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	545 	554 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,D002,MIO_VKM,MOTO,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	13.4 	15.1 	15.9 	18.7 	23.2 	26 	31 	31 	34 	32 	33 r	37 	41 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	227 p	200 	214 	217 p	: 	225 p
A,D002,MIO_VKM,MOTO,TR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	11164 	11312 	11843 	12717 	: 	: 
A,D002,MIO_VKM,TOTAL,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	87770 	: 	: 	91330 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,D002,MIO_VKM,TOTAL,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1483.7 	11301.9 	1434 	1479.7 	1522 	1399.800 	1432.300 	1449.800 	1449.900 	1426.600 	1129.700 	1197.500 
A,D002,MIO_VKM,TOTAL,CH	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: z	: 	: 	: 	: 	: 
A,D002,MIO_VKM,TOTAL,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6700.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,D002,MIO_VKM,TOTAL,DE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	725704 	740529 	752266 	769150 	755909 	751100 	755000 	682925 
A,D002,MIO_VKM,TOTAL,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	38358 	38117 	39197 	40599 	41812 	43161 	44394 	46024 	46384 	46541 	47572 	: 	: 	: 	45365 	46489 	46629 	: 	: 	: 	: 	46360 	47519 	48887 	50256 	51105 	51718 	: 	48652 
A,D002,MIO_VKM,TOTAL,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4313 	4220.9 	4241.7 	4268.3 	6537.9 	6842.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,D002,MIO_VKM,TOTAL,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	434522 	437911 	432742 	518178 	525185 	529543 	528571 	532072 	534849 	564386 	573861 	576967 	576081 	571048 	478129 
A,D002,MIO_VKM,TOTAL,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	13200 r	14291 r	13847 r	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,D002,MIO_VKM,TOTAL,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	24446 	: 	: 	: 	25730 	: 	34532 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	42738 	44835 	46836 	47795 	47545 	47072 	36237 
A,D002,MIO_VKM,TOTAL,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1964 	2081 	2200 	2211 r	2425 r	2493 r	2565 r	2649 r	2831 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,D002,MIO_VKM,TOTAL,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	51218 	51760 	51293 	: 	: 	: 	: 	: 	: 	: 	: 
A,D002,MIO_VKM,TOTAL,LI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: z	: z	: z	: z	: 	: z	: z	: z	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,D002,MIO_VKM,TOTAL,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	14363.3 	18632 	20921.6 	21071.3 r	21583.3 r	20252 	17408.4 	18433.3 	: 	20787.200 	16028.200 	15952.500 	17228.800 	20515.100 	21480.700 	: 	: 
A,D002,MIO_VKM,TOTAL,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	8393 	8029.6 	8666.3 	9493.9 	10185.1 	12088.4 r	14099 r	12966.9 	11149.39 	10913.7 	10697 	10969.5 	11251.800 	11991.200 	12735.300 	13055.200 	13992.100 	14247.900 	14419 	13930.800 
A,D002,MIO_VKM,TOTAL,ME	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1917.780 e	2016 e	: 	: 	: 
A,D002,MIO_VKM,TOTAL,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	123 	97.7 	65.3 	111 	93 	101 	209 	235 	: 	: 	690 r	694 r	596 	486 r	700 	760 	802 	: 	3846.182 	4312.539 	4421 	4534 	4833 	4800 	4793.150 	4747.686 
A,D002,MIO_VKM,TOTAL,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2920.850 e	3191.560 e	3174.290 e	2767.710 e	2853 e	2999.680 	3006 e	2403.900 
A,D002,MIO_VKM,TOTAL,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	96865 	100331 	104386 	105417 	106127 	183200 	182800 	186600 	186600 	187600 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	125554 	125707 	127381 	130715 	132645 	134585 	: 	: 
A,D002,MIO_VKM,TOTAL,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	26888 	27296 	27522 	27425 	27495 	27886 	28129 	29133 	30261 	33016 r	34073 r	34754 r	35345 r	36193 	37279 	37950 	38709 r	39716 r	40391 r	41643 r	42184 	42395 	43297 e	: 	44727 e	44724 e	44582 e	45153 e	45543 e	46620 e	46925 e	46487 e	: 
A,D002,MIO_VKM,TOTAL,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	28580 	31747 	30062 	32689 	34286 	38359 	41644 	46182.8 	50716.2 	34353 	36415 	: c	: c	168662 	176397 	187979 	195864 	195642 e	199818 	: 	: 	: 	: 	: 	: 	: 
A,D002,MIO_VKM,TOTAL,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	69275 	68430 	75191 	79290 	48731 	49132 	52260 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,D002,MIO_VKM,TOTAL,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	47593 	51752 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,D002,MIO_VKM,TOTAL,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4961.9 	5481.8 	5934.3 	6149.4 	7041 	7487 	7513 	8005 	8213 	8607 r	8898 r	9274 	9743 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	17982 p	17811 	18457 	18907 p	: 	18760 p
A,D002,MIO_VKM,TOTAL,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1370 	1396.2 	1340 	1238 	1610.3 	1484.2 	1387 	1568.8 	1523.9 	1515.7 	1426.7 	1272.7 	1516.3 	1417.2 	1400.2 	1390.3 	1319.4 	1265 	2479 	2367 	2780 	2866 	2675 	3081.500 	2846.800 
A,D002,MIO_VKM,TOTAL,TR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	251006 	280993 	304207 	306926 	: 	: 
A,D002,MIO_VKM,TOTAL,UK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	430865 	442461 	448890 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	499519 	507223 	517199 	524213 	: 	571689 	449627 
